Grade,Chapter,Context,Question,CorrectAnswer,UniquePart,Difficulty
10,Ancient Settlements,Literary sources say that some villages were protected by a fence. Those villages were called Parikkitta Gam.,"What were the villages protected by in some cases, according to literary sources?",A fence.,Fence,Easy
10,Ancient Settlements,The villages which did not have such type of a protection were called Aparikkita Gam.,What were the villages called that did not have a specific type of protection?,The villages which did not have such type of a protection were called Aparikkita Gama.,Aparikkita Gam,Medium
10,Ancient Settlements,"early settlements in the historical period in this country expanded not in the river valleys, but in the outside areas of them.",Where did early settlements in the historical period in this country expand in the historical period?,In the outside areas of the river valleys.,outside areas of river,Medium
10,Ancient Settlements,It must have been at the end of the 1st century B.C. or during the 1st century A.D. when they started controlling floods by constructing anicuts across rivers and taking water to tanks.,When did the people start controlling floods by constructing anicuts and taking water to tanks?,At the end of the 1st century B.C. or during the 1st century A.D.,1st century B.C./A.D.,Hard
10,Ancient Settlements,The meaning of the word Awarana  is Amuna (anicut),What is the meaning of the word 'Awarana'?,Amuna ' or anicut,Amuna  or anicut,Medium
10,Ancient Settlements,"Sumanavapigama, Viharavapigama, Hundirivapigama, and Kadahavapigama are some of the villages around tanks mentioned in Mahawamsa.",What are some of the villages mentioned in the Mahawamsa?,"Sumanavapigama', 'Viharavapigama', 'Hundirivapigama', and 'Kadahavapigama' are some of the villages around tanks mentioned in Mahawamsa.","Sumanavapigama', 'Viharavapigama', 'Hundirivapigama', and 'Kadahavapigama'",Medium
10,Ancient Settlements,It has approximately been calculated that by the 6th century A.D. there was a population around 35000 in the ancient Magama city and the adjacent urban settlements.,What was the estimated population of the ancient city of Magama and its adjacent urban settlements by the 6th century A.D.?,"Approximately 35,000.","Approximately 35,000",Hard
10,Ancient Settlements,To introduce vast urban settlements the name Pura (city) was used.,What was the name used to introduce vast urban settlements?,The name 'Pura ' was used.,'Pura ',Easy
10,Ancient Settlements,There is a title called Pura Kamatha mentioned in a Brahmi inscription written in a distant time such as in 250 B.C. It referred to the main architect in the city.,Who is referred as Pura Kamatha in the Brahmi inscription of 250 B.C.?,The main architect in the city.,Main architect in city,Medium
10,Ancient Settlements,The word Nurupura was written in the Panakaduwa copper plate which belonged to the period of King Vijayabahu I... to introduce Anuradhapura.,Which King's period  of the Panakaduwa copper plate belongs to?,King Vijayabahu I.,King Vijayabahu I,Medium
10,Ancient Settlements,The word ë Nurupuraí was written in the Panakaduwa copper plate which belonged to the period of King Vijayabahu I (1055-1110 A.D.) to introduce Anuradhapura.,What word used to introduce Anuradhapura in Panakaduwa copper plate?,Nurupura,Nurupura,Easy
10,Ancient Settlements,"A family was represented by the chief householder. He was known as ""Gahapathi"" in Brahmi inscriptions. ",Who is Gahapathi?,chief householder,chief householder,Easy
10,Ancient Settlements,There were two ways in which these areas received water for agricultural activities; the major one was monsoon rain; the water received from rivers too was considerably useful during the dry seasons.,How did the areas receive water for agricultural activities?,The areas received water for agricultural activities through two ways: monsoon rain and water from rivers.,monsoon rain and rivers,Medium
10,Ancient Settlements,"they had lived in and around the places such as lowland rain forests, dry zone forests, coastal lagoons and creeks, and hill country grasslands.",What types of environments did the people live in?,"Lowland rain forests, dry zone forests, coastal lagoons and creeks, and hill country grasslands.","Lowland rain forests, dry zone forests, coastal lagoons and creeks, and hill country grasslands.",Medium
10,Ancient Settlements,Normally there lived 5 or 6 families in a village. Literary sources say that around 30 families lived in some large scale villages.,How many families lived in a typical village?,5 or 6 families.,5 or 6 families,Medium
10,Ancient Settlements,The floor of that house was set after digging the ground and then applying clay on its surface afterwards.,What was done to the ground before applying clay on its surface?,The ground was dug.,digging the ground,Medium
10,Ancient Settlements,A person who acted on behalf of a group of a few chief householders of a village was called ëGamikaí or ëGramikaí which means 'the chief of the village'.,"Who was known as ""Gamika""  or ""Gramika"" in Brahmi inscriptions?",the chief of the village,the chief of the village,Medium
